code,clientType,registrationMode,planName,duration,country,netSales,netProfit,gender,age
CWT,Basic,Online,Q,26,THAILAND,29.7,17.82,,31
CWT,Basic,Online,Q,152,UNITED STATES,9.9,5.94,,31
CWT,Basic,Online,Q,48,AUSTRALIA,59.4,35.64,,26
CWT,Basic,Online,Q,30,MALAYSIA,59.4,35.64,,27
CWT,Basic,Online,Q,9,THAILAND,49.5,29.7,,50
CWT,Basic,Online,Q,32,MALAYSIA,49.5,29.7,,31
CWT,Basic,Online,Q,4,MALAYSIA,19.8,11.88,,29
CWT,Basic,Online,Q,111,AUSTRALIA,89.1,53.46,,31
CWT,Basic,Online,Q,34,AUSTRALIA,19.8,11.88,,34
CWT,Basic,Online,Q,19,MALAYSIA,39.6,23.76,,35
CWT,Basic,Online,Q,20,AUSTRALIA,148.5,89.1,,34
CWT,Basic,Online,Q,201,AUSTRALIA,0,77.22,,23
CWT,Basic,Online,Q,2,SINGAPORE,9.9,5.94,,44
EPX,Basic,Online,B,4,VIET NAM,20,0,,36
EPX,Basic,Online,B,13,THAILAND,20,0,,36
EPX,Basic,Online,B,39,POLAND,69,0,,36
EPX,Basic,Online,B,10,HONG KONG,20,0,,36
EPX,Basic,Online,B,62,"TAIWAN, PROVINCE OF CHINA",22,0,,36
EPX,Basic,Online,B,4,MALAYSIA,20,0,,53
EPX,Basic,Online,B,90,"KOREA, REPUBLIC OF",42,0,,36
EPX,Basic,Online,B,10,PHILIPPINES,56,0,,36
EPX,Basic,Online,B,13,MALAYSIA,20,0,,43
EPX,Basic,Online,B,19,THAILAND,20,0,,36
EPX,Basic,Online,B,3,SINGAPORE,20,0,,39
EPX,Basic,Online,B,18,THAILAND,20,0,,45
EPX,Basic,Online,B,18,VIET NAM,20,0,,36
EPX,Basic,Online,B,22,CHINA,69,0,,36
EPX,Basic,Online,B,6,CHINA,36,0,,36
EPX,Basic,Online,B,11,MALAYSIA,20,0,,48
EPX,Basic,Online,B,18,JAPAN,112,0,,36
EPX,Basic,Online,B,12,CHINA,27,0,,36
EPX,Basic,Online,B,81,"KOREA, REPUBLIC OF",32,0,,24
EPX,Basic,Online,B,36,SINGAPORE,67,0,,36
EPX,Basic,Online,B,28,SINGAPORE,20,0,,36
EPX,Basic,Online,B,57,"KOREA, REPUBLIC OF",53,0,,57
EPX,Basic,Online,B,42,MALAYSIA,20,0,,36
EPX,Basic,Online,B,91,JAPAN,44,0,,29
EPX,Basic,Online,B,7,HONG KONG,20,0,,61
EPX,Basic,Online,B,12,MALAYSIA,20,0,,27
EPX,Basic,Online,B,49,MALAYSIA,20,0,,27
EPX,Basic,Online,B,13,INDONESIA,20,0,,36
EPX,Basic,Online,B,28,INDIA,50,0,,36
EPX,Basic,Online,B,124,JAPAN,89,0,,25
EPX,Basic,Online,K,7,MALAYSIA,16,0,,36
EPX,Basic,Online,K,22,HONG KONG,29,0,,36
EPX,Basic,Online,K,1,UNITED STATES,20,0,,47
EPX,Basic,Online,K,28,THAILAND,27,0,,36
EPX,Basic,Online,K,13,CHINA,33,0,,36
EPX,Basic,Online,K,118,MYANMAR,10,0,,35
EPX,Basic,Online,K,7,SINGAPORE,18,0,,36
EPX,Basic,Online,K,7,"KOREA, REPUBLIC OF",58,0,,36
EPX,Basic,Online,K,52,SPAIN,46,0,,36
EPX,Basic,Online,K,59,MYANMAR,16,0,,21
EPX,Basic,Online,K,38,HONG KONG,12,0,,36
EPX,Basic,Online,K,18,THAILAND,29,0,,36
EPX,Basic,Online,K,73,UNITED STATES,69,0,,59
EPX,Basic,Online,K,21,INDONESIA,15,0,,31
EPX,Basic,Online,K,25,MALAYSIA,20,0,,36
EPX,Basic,Online,K,19,"KOREA, REPUBLIC OF",19,0,,36
EPX,Basic,Online,K,20,MALAYSIA,13,0,,36
EPX,Basic,Online,K,33,UNITED KINGDOM,74,0,,36
EPX,Basic,Online,K,24,THAILAND,10,0,,36
EPX,Basic,Online,K,1,UNITED STATES,17,0,,28
EPX,Basic,Online,K,12,MALAYSIA,13,0,,36
EPX,Basic,Online,K,5,MALAYSIA,10,0,,36
EPX,Basic,Online,K,25,CZECH REPUBLIC,80,0,,36
EPX,Basic,Online,K,12,HONG KONG,80,0,,36
EPX,Basic,Online,K,12,THAILAND,34,0,,36
EPX,Basic,Online,K,94,AUSTRALIA,80,0,,36
EPX,Basic,Online,K,13,MYANMAR,10,0,,36
EPX,Basic,Online,K,46,AUSTRALIA,80,0,,36
EPX,Basic,Online,K,29,"KOREA, REPUBLIC OF",22,0,,30
EPX,Basic,Online,K,57,SINGAPORE,11,0,,40
EPX,Basic,Online,K,82,GERMANY,80,0,,36
EPX,Basic,Online,K,13,SRI LANKA,10,0,,36
EPX,Basic,Online,K,12,CAMBODIA,14,0,,36
EPX,Basic,Online,K,9,THAILAND,13,0,,36
EPX,Basic,Online,A,55,AUSTRALIA,26,0,,36
EPX,Basic,Online,A,2,MALAYSIA,20,0,,36
EPX,Basic,Online,A,26,MALAYSIA,20,0,,24
EPX,Basic,Online,A,4,CHINA,20,0,,36
EPX,Basic,Online,A,25,CHINA,46,0,,36
EPX,Basic,Online,A,49,SINGAPORE,20,0,,29
JWT,Premium,Online,Z,4,INDIA,62,24.8,F,118
RAB,Premium,Online,Z,14,BRUNEI DARUSSALAM,15,6,,39
SSI,Premium,Online,W,54,SINGAPORE,1.98,0.56,,48
SSI,Premium,Online,W,40,SINGAPORE,3.89,1.09,,48
SSI,Premium,Online,W,11,SINGAPORE,7.21,2.02,,48
JZI,Premium,Online,I,5,HONG KONG,22,7.7,M,67
JZI,Premium,Online,I,5,INDONESIA,22,7.7,M,53
JZI,Premium,Online,I,6,THAILAND,22,7.7,F,60
JZI,Premium,Online,I,2,VIET NAM,18,6.3,F,57
JZI,Premium,Online,I,15,CAMBODIA,30,10.5,M,57
JZI,Premium,Online,I,90,MALAYSIA,22,7.7,F,57
JZI,Premium,Online,I,21,VIET NAM,22,7.7,M,40
JZI,Premium,Online,I,130,INDONESIA,33,11.55,F,38
JZI,Premium,Online,I,34,CHINA,22,7.7,F,46
JZI,Premium,Online,Z,49,AUSTRIA,67,23.45,F,49
JZI,Premium,Online,Z,33,AUSTRALIA,92,32.2,M,72
C2B,Premium,Online,J,19,SINGAPORE,17.55,4.39,M,31
C2B,Premium,Online,J,4,SINGAPORE,17.55,4.39,M,35
C2B,Premium,Online,J,9,SINGAPORE,17.55,4.39,F,26
C2B,Premium,Online,J,28,SINGAPORE,17.55,4.39,M,33
C2B,Premium,Online,J,18,SINGAPORE,0,7.47,M,45
C2B,Premium,Online,J,18,SINGAPORE,38.35,9.59,F,34
C2B,Premium,Online,J,55,SINGAPORE,94,23.5,M,30
C2B,Premium,Online,J,32,SINGAPORE,44.85,11.21,F,27
C2B,Premium,Online,R,13,SINGAPORE,62.25,15.56,M,27
C2B,Premium,Online,R,13,SINGAPORE,81.75,20.44,M,30
C2B,Premium,Online,R,10,SINGAPORE,43.55,10.89,M,45
C2B,Premium,Online,R,10,SINGAPORE,43.55,10.89,F,46
C2B,Premium,Online,R,34,SINGAPORE,109,27.25,F,27
C2B,Premium,Online,E,388,SINGAPORE,252.85,63.21,F,29
C2B,Premium,Online,E,388,SINGAPORE,260.63,65.16,F,30
C2B,Premium,Online,E,368,SINGAPORE,252.85,63.21,M,30
CWT,Basic,Online,Q,114,UNITED KINGDOM,69.3,41.58,,51
CWT,Basic,Online,Q,20,ITALY,39.6,23.76,,51
CWT,Basic,Online,Q,40,SOUTH AFRICA,128.7,77.22,,55
CWT,Basic,Online,Q,3,MALAYSIA,29.7,17.82,,28
CWT,Basic,Online,Q,85,NEW ZEALAND,108.9,65.34,,35
CWT,Basic,Online,Q,5,MALAYSIA,0,29.7,,54
CWT,Basic,Online,Q,17,UNITED STATES,118.8,71.28,,32
CWT,Basic,Online,Q,6,UNITED STATES,29.7,17.82,,31
CWT,Basic,Online,Q,133,NORWAY,0,65.34,,31
CWT,Basic,Online,Q,5,UNITED KINGDOM,39.6,23.76,,31
CWT,Basic,Online,Q,5,THAILAND,29.7,17.82,,44
CWT,Basic,Online,Q,5,AUSTRALIA,29.7,17.82,,29
CWT,Basic,Online,Q,45,THAILAND,19.8,11.88,,33
CWT,Basic,Online,Q,8,SOUTH AFRICA,49.5,29.7,,31
CWT,Basic,Online,Q,103,UNITED STATES,158.4,95.04,,29
CWT,Basic,Online,Q,12,JAPAN,29.7,17.82,,31
EPX,Basic,Online,B,147,UNITED KINGDOM,64,0,,36
EPX,Basic,Online,B,32,"TANZANIA, UNITED REPUBLIC OF",112,0,,36
EPX,Basic,Online,B,26,MALAYSIA,20,0,,36
EPX,Basic,Online,B,37,UNITED STATES,112,0,,31
EPX,Basic,Online,B,32,UNITED STATES,50,0,,25
EPX,Basic,Online,B,7,HONG KONG,23,0,,28
EPX,Basic,Online,B,39,SINGAPORE,38,0,,36
EPX,Basic,Online,B,27,INDONESIA,20,0,,36
EPX,Basic,Online,B,22,INDONESIA,20,0,,36
EPX,Basic,Online,B,306,JAPAN,31,0,,36
EPX,Basic,Online,B,11,AUSTRALIA,74,0,,36
EPX,Basic,Online,B,12,LAO PEOPLE'S DEMOCRATIC REPUBLIC,37,0,,36
EPX,Basic,Online,B,21,CHINA,52,0,,36
EPX,Basic,Online,B,56,ITALY,69,0,,36
EPX,Basic,Online,B,56,ITALY,69,0,,36
EPX,Basic,Online,B,20,THAILAND,20,0,,36
EPX,Basic,Online,B,41,VIET NAM,26,0,,36
EPX,Basic,Online,B,15,PHILIPPINES,30,0,,36
EPX,Basic,Online,B,20,INDIA,46,0,,36
EPX,Basic,Online,B,9,THAILAND,20,0,,36
EPX,Basic,Online,B,14,THAILAND,20,0,,40
EPX,Basic,Online,B,35,SINGAPORE,56,0,,36
EPX,Basic,Online,B,2,MALAYSIA,29,0,,36
EPX,Basic,Online,B,8,MALAYSIA,20,0,,35
EPX,Basic,Online,B,9,SINGAPORE,0,0,,36
EPX,Basic,Online,B,8,MALAYSIA,32,0,,36
EPX,Basic,Online,B,10,VIET NAM,23,0,,36
EPX,Basic,Online,B,24,VIET NAM,71,0,,36
EPX,Basic,Online,B,4,SINGAPORE,20,0,,36
EPX,Basic,Online,B,3,MALAYSIA,20,0,,36
EPX,Basic,Online,B,4,CHINA,37,0,,36
EPX,Basic,Online,B,3,MALAYSIA,20,0,,25
EPX,Basic,Online,B,17,THAILAND,26,0,,69
EPX,Basic,Online,B,75,AUSTRALIA,31,0,,36
EPX,Basic,Online,B,9,SINGAPORE,30,0,,36
EPX,Basic,Online,B,47,MALAYSIA,37,0,,31
EPX,Basic,Online,B,28,SRI LANKA,39,0,,36
EPX,Basic,Online,B,83,PHILIPPINES,20,0,,39
EPX,Basic,Online,B,56,AUSTRALIA,27,0,,36
EPX,Basic,Online,K,1,UNITED STATES,24,0,,60
EPX,Basic,Online,K,73,THAILAND,16,0,,36
EPX,Basic,Online,K,12,MALAYSIA,10,0,,36
EPX,Basic,Online,K,15,SINGAPORE,19,0,,36
EPX,Basic,Online,K,12,VIET NAM,37,0,,36
EPX,Basic,Online,K,27,SINGAPORE,70,0,,26
EPX,Basic,Online,K,27,MALAYSIA,10,0,,49
EPX,Basic,Online,K,41,"KOREA, REPUBLIC OF",10,0,,22
EPX,Basic,Online,K,41,"KOREA, REPUBLIC OF",10,0,,23
EPX,Basic,Online,K,35,MYANMAR,13,0,,39
EPX,Basic,Online,K,8,UNITED STATES,42,0,,55
EPX,Basic,Online,K,34,CHINA,33,0,,36
EPX,Basic,Online,K,27,CAMBODIA,17,0,,36
EPX,Basic,Online,K,54,"KOREA, REPUBLIC OF",39,0,,36
EPX,Basic,Online,K,11,HONG KONG,18,0,,36
EPX,Basic,Online,K,5,HONG KONG,29,0,,36
EPX,Basic,Online,K,40,HONG KONG,24,0,,28
EPX,Basic,Online,K,29,"TAIWAN, PROVINCE OF CHINA",43,0,,36
EPX,Basic,Online,K,7,SINGAPORE,10,0,,36
EPX,Basic,Online,K,28,THAILAND,30,0,,36
EPX,Basic,Online,K,57,SRI LANKA,10,0,,32
EPX,Basic,Online,K,38,UNITED STATES,18,0,,38
EPX,Basic,Online,K,53,NEW ZEALAND,59,0,,36
EPX,Basic,Online,K,40,SINGAPORE,16,0,,45
EPX,Basic,Online,K,18,MYANMAR,19,0,,36
EPX,Basic,Online,K,32,CHINA,33,0,,36
EPX,Basic,Online,K,13,HONG KONG,21,0,,53
EPX,Basic,Online,K,15,CHINA,32,0,,36
EPX,Basic,Online,K,11,CHINA,24,0,,36
EPX,Basic,Online,K,13,CHINA,16,0,,36
EPX,Basic,Online,K,36,UNITED STATES,11,0,,21
EPX,Basic,Online,K,26,MALAYSIA,22,0,,54
EPX,Basic,Online,K,27,INDIA,0,0,,36
EPX,Basic,Online,K,49,AUSTRALIA,18,0,,36
EPX,Basic,Online,K,33,INDONESIA,10,0,,36
EPX,Basic,Online,K,27,INDONESIA,10,0,,28
EPX,Basic,Online,K,81,NEPAL,45,0,,36
EPX,Basic,Online,K,27,HONG KONG,30,0,,20
EPX,Basic,Online,K,25,AUSTRALIA,45,0,,36
EPX,Basic,Online,K,82,PHILIPPINES,14,0,,36
EPX,Basic,Online,K,70,"TAIWAN, PROVINCE OF CHINA",21,0,,36
EPX,Basic,Online,K,19,MALAYSIA,10,0,,36
EPX,Basic,Online,K,19,MALAYSIA,10,0,,36
EPX,Basic,Online,A,14,CHINA,20,0,,36
EPX,Basic,Online,A,6,MYANMAR,20,0,,57
EPX,Basic,Online,A,9,MYANMAR,20,0,,36
EPX,Basic,Online,A,52,AUSTRALIA,28,0,,36
EPX,Basic,Online,A,17,JAPAN,39,0,,36
EPX,Basic,Online,A,5,SINGAPORE,51,0,,36
EPX,Basic,Online,A,49,PHILIPPINES,20,0,,36
EPX,Basic,Online,A,5,VIET NAM,20,0,,29
EPX,Basic,Online,A,17,MALAYSIA,37,0,,36
JWT,Premium,Online,Z,16,INDIA,50,20,M,118
RAB,Premium,Online,Z,75,BRUNEI DARUSSALAM,31,12.4,,78
RAB,Premium,Online,Z,3,BRUNEI DARUSSALAM,15,6,,48
SSI,Premium,Online,W,39,SINGAPORE,1.48,0.41,,48
SSI,Premium,Online,W,53,SINGAPORE,73.67,20.65,,48
SSI,Premium,Online,W,40,SINGAPORE,7.21,2.02,,48
SSI,Premium,Online,W,13,SINGAPORE,5.09,1.43,,48
JZI,Premium,Online,I,4,MYANMAR,18,6.3,F,29
JZI,Premium,Online,I,54,HONG KONG,26,9.1,M,40
JZI,Premium,Online,I,3,MALAYSIA,18,6.3,M,33
JZI,Premium,Online,I,5,MALAYSIA,18,6.3,M,40
JZI,Premium,Online,I,104,JAPAN,35,12.25,M,38
JZI,Premium,Online,I,10,THAILAND,22,7.7,M,42
JZI,Premium,Online,I,24,INDIA,35,12.25,M,53
JZI,Premium,Online,I,10,THAILAND,22,7.7,F,45
JZI,Premium,Online,I,48,INDIA,50,17.5,M,53
JZI,Premium,Online,I,6,THAILAND,18,6.3,M,49
JZI,Premium,Online,I,7,"TAIWAN, PROVINCE OF CHINA",26,9.1,M,47
JZI,Premium,Online,I,20,SRI LANKA,26,9.1,M,45
JZI,Premium,Online,I,6,CHINA,26,9.1,F,47
JZI,Premium,Online,I,15,THAILAND,22,7.7,M,49
JZI,Premium,Online,I,4,THAILAND,18,6.3,M,55
JZI,Premium,Online,I,48,JAPAN,26,9.1,F,32
JZI,Premium,Online,I,14,THAILAND,22,7.7,F,70
JZI,Premium,Online,I,14,MYANMAR,33,11.55,M,34
JZI,Premium,Online,I,42,CHINA,63,22.05,M,48
JZI,Premium,Online,I,13,THAILAND,22,7.7,M,68
JZI,Premium,Online,Z,131,UNITED KINGDOM,125,43.75,F,31
JZI,Premium,Online,Z,36,UNITED KINGDOM,87,30.45,M,51
JZI,Premium,Online,Z,202,FRANCE,149,52.15,M,38
JZI,Premium,Online,Z,42,CHINA,92,32.2,F,53
JZI,Premium,Online,Z,11,GERMANY,87,30.45,M,49
JZI,Premium,Online,Z,10,CHINA,45,15.75,M,50
CSR,Basic,Offline,M,92,MALAYSIA,29,9.57,F,72
CSR,Basic,Offline,M,92,MALAYSIA,29,9.57,F,77
CCR,Basic,Offline,M,5,MALAYSIA,29,9.57,M,118
CCR,Basic,Offline,M,5,MALAYSIA,29,9.57,F,118
CCR,Basic,Offline,M,5,MALAYSIA,29,9.57,M,118
CBH,Basic,Offline,M,36,THAILAND,29,9.57,M,63
ART,Premium,Online,C,2,PHILIPPINES,7.44,2.6,M,48
ART,Premium,Online,C,2,THAILAND,9.48,3.32,M,48
C2B,Premium,Online,J,10,SINGAPORE,38.35,9.59,F,71
C2B,Premium,Online,J,17,SINGAPORE,38.35,9.59,M,45
C2B,Premium,Online,J,32,SINGAPORE,22.1,5.53,M,28
C2B,Premium,Online,J,32,SINGAPORE,38.35,9.59,F,26
C2B,Premium,Online,J,4,SINGAPORE,17.55,4.39,F,22
C2B,Premium,Online,J,7,SINGAPORE,17.25,4.31,F,60
C2B,Premium,Online,J,179,SINGAPORE,682,170.5,M,25
C2B,Premium,Online,J,33,SINGAPORE,17.25,4.31,F,30
C2B,Premium,Online,J,5,SINGAPORE,17.55,4.39,M,25
C2B,Premium,Online,J,31,SINGAPORE,38.35,9.59,F,56
C2B,Premium,Online,R,18,SINGAPORE,71,17.75,M,42
C2B,Premium,Online,R,11,SINGAPORE,62.25,15.56,M,33
C2B,Premium,Online,R,61,SINGAPORE,25.9,6.47,M,37
C2B,Premium,Online,R,5,SINGAPORE,25.9,6.47,M,42
C2B,Premium,Online,N,26,SINGAPORE,119,29.75,M,48
C2B,Premium,Online,E,365,SINGAPORE,187.85,46.96,M,32
C2B,Premium,Online,E,374,SINGAPORE,252.85,63.21,F,42
C2B,Premium,Online,E,386,SINGAPORE,252.85,63.21,F,33
C2B,Premium,Online,D,369,SINGAPORE,389.35,97.34,M,42
CWT,Basic,Online,Q,86,MALAYSIA,39.6,23.76,,43
CWT,Basic,Online,Q,2,MALAYSIA,9.9,5.94,,67
CWT,Basic,Online,Q,2,UNITED STATES,19.8,11.88,,30
CWT,Basic,Online,Q,17,THAILAND,29.7,17.82,,52
CWT,Basic,Online,Q,60,MALAYSIA,19.8,11.88,,31
CWT,Basic,Online,Q,28,THAILAND,49.5,29.7,,31
CWT,Basic,Online,Q,8,MALAYSIA,19.8,11.88,,69
CWT,Basic,Online,Q,32,MALAYSIA,0,89.1,,45
CWT,Basic,Online,Q,26,AUSTRALIA,39.6,23.76,,43
CWT,Basic,Online,Q,100,AUSTRALIA,0,106.92,,31
CWT,Basic,Online,Q,105,UNITED KINGDOM,39.6,23.76,,32
CWT,Basic,Online,Q,244,THAILAND,49.5,29.7,,41
CWT,Basic,Online,Q,34,AUSTRALIA,59.4,35.64,,35
EPX,Basic,Online,B,56,THAILAND,31,0,,32
EPX,Basic,Online,B,52,PHILIPPINES,34,0,,36
EPX,Basic,Online,B,53,PHILIPPINES,20,0,,26
EPX,Basic,Online,B,39,MALAYSIA,20,0,,36
EPX,Basic,Online,B,99,THAILAND,33,0,,36
EPX,Basic,Online,B,45,"TAIWAN, PROVINCE OF CHINA",25,0,,36
EPX,Basic,Online,B,9,INDONESIA,20,0,,51
EPX,Basic,Online,B,21,MALAYSIA,20,0,,36
EPX,Basic,Online,B,52,PHILIPPINES,34,0,,36
EPX,Basic,Online,B,52,PHILIPPINES,34,0,,36
EPX,Basic,Online,B,76,CHINA,38,0,,36
EPX,Basic,Online,B,25,PHILIPPINES,70,0,,36
EPX,Basic,Online,B,46,THAILAND,24,0,,36
EPX,Basic,Online,B,202,SPAIN,76,0,,36
